Evento;Reloj;RND Llegada EP;Tiempo entre llegadas EP;Prox. llegada EP;RND Llegada R;Tiempo entre llegadas R;Prox. llegada R;RND Llegada V;Tiempo entre llegadas V;Prox. llegada V;RND Llegada AE;Tiempo entre llegadas AE;Prox. llegada AE;RND Llegada P;Tiempo entre llegadas P;Prox. llegada P;RND fin EP;Tiempo atencion EP;Fin envio 1;Fin envio 2;Fin envio 3;RND fin R;Tiempo atencion R;Fin reclamo 1;Fin reclamo 2;RND fin V;Tiempo atencion V;Fin venta 1;Fin venta 2;Fin venta 3;RND fin AE;Tiempo atencion AE;Fin atencion 1;Fin atencion 2;Prox ausencia;Fin ausencia;RND fin P;Tiempo atencion P;Fin postal;EP COLA 1;EP Estado 1;EP COLA 2;EP Estado 2;EP COLA 3;EP Estado 3;R COLA 1;R Estado 1;R COLA 2;R Estado 2;V COLA 1;V Estado 1;V COLA 2;V Estado 2;V COLA 3;V Estado 3;AE COLA 1;AE Estado 1;AE COLA 2;AE Estado 2;P COLA 1;P Estado 1;AC tiempo espera EP;AC ocupacion EP;CANT EP;AC tiempo espera R;AC ocupacion R;CANT R;AC tiempo espera V;AC ocupacion V;CANT V;AC tiempo espera AE;AC ocupacion AE;CANT AE;AC tiempo espera P;AC ocupacion P;CANT P;Estado 1;HEspera 1;HAtencion 1;Estado 2;HEspera 2;HAtencion 2;Estado 3;HEspera 3;HAtencion 3;Estado 4;HEspera 4;HAtencion 4;Estado 5;HEspera 5;HAtencion 5;Estado 6;HEspera 6;HAtencion 6;Estado 7;HEspera 7;HAtencion 7;Estado 8;HEspera 8;HAtencion 8;Estado 9;HEspera 9;HAtencion 9;Estado 10;HEspera 10;HAtencion 10;Estado 11;HEspera 11;HAtencion 11;Estado 12;HEspera 12;HAtencion 12;Estado 13;HEspera 13;HAtencion 13;Estado 14;HEspera 14;HAtencion 14;Estado 15;HEspera 15;HAtencion 15;Estado 16;HEspera 16;HAtencion 16;Estado 17;HEspera 17;HAtencion 17;Estado 18;HEspera 18;HAtencion 18;Estado 19;HEspera 19;HAtencion 19;Estado 20;HEspera 20;HAtencion 20;Estado 21;HEspera 21;HAtencion 21;Estado 22;HEspera 22;HAtencion 22;Estado 23;HEspera 23;HAtencion 23;Estado 24;HEspera 24;HAtencion 24;Estado 25;HEspera 25;HAtencion 25;Estado 26;HEspera 26;HAtencion 26;Estado 27;HEspera 27;HAtencion 27;Estado 28;HEspera 28;HAtencion 28;Estado 29;HEspera 29;HAtencion 29;Estado 30;HEspera 30;HAtencion 30;Estado 31;HEspera 31;HAtencion 31;Estado 32;HEspera 32;HAtencion 32;Estado 33;HEspera 33;HAtencion 33;Estado 34;HEspera 34;HAtencion 34;Estado 35;HEspera 35;HAtencion 35;Estado 36;HEspera 36;HAtencion 36;Estado 37;HEspera 37;HAtencion 37;Estado 38;HEspera 38;HAtencion 38;Estado 39;HEspera 39;HAtencion 39;Estado 40;HEspera 40;HAtencion 40;Estado 41;HEspera 41;HAtencion 41
fin_venta3;11,41;0;0;12,85;0;0;12,18;0;0;13,42;0;0;14,44;0;0;16,5;0;0;14,31;0;0;0;0;0;0;0;0;16,38;17,92;0;0;0;0;0;60,1;12,1;0;0;36,05;0;Ocupado;0;Libre;0;Libre;0;Libre;0;Libre;1;Ocupado;0;Ocupado;0;Libre;0;Libre;0;Ausente;0;Ocupado;0;5,03;2;0;4,29;2;0;3,05;3;0;0;0;0;0;0;SE1;0;1,07;SP;0;1,76;SV1;0;7,53;Eliminado;0;11,03;SV2;0;9,51;EV1;11,33;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
fin_ausencia;12,1;0;0;12,85;0;0;12,18;0;0;13,42;0;0;14,44;0;0;16,5;0;0;14,31;0;0;0;0;0;0;0;0;16,38;17,92;0;0;0;0;0;60,1;0;0;0;36,05;0;Ocupado;0;Libre;0;Libre;0;Libre;0;Libre;1;Ocupado;0;Ocupado;0;Libre;0;Libre;0;Libre;0;Ocupado;0;5,03;2;0;4,29;2;0;3,05;3;0;0;0;0;0;0;SE1;0;1,07;SP;0;1,76;SV1;0;7,53;Eliminado;0;11,03;SV2;0;9,51;EV1;11,33;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
llegada_reclamo;12,18;0;0;12,85;0,47;2,53;14,71;0;0;13,42;0;0;14,44;0;0;16,5;0;0;14,31;0;0;0,61;8,06;20,24;0;0;0;16,38;17,92;0;0;0;0;0;60,1;0;0;0;36,05;0;Ocupado;0;Libre;0;Libre;0;Ocupado;0;Libre;1;Ocupado;0;Ocupado;0;Libre;0;Libre;0;Libre;0;Ocupado;0;5,03;2;0;4,29;2;0;3,05;3;0;0;0;0;0;0;SE1;0;1,07;SP;0;1,76;SV1;0;7,53;SR1;0;12,18;SV2;0;9,51;EV1;11,33;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
llegada_envio;12,85;0,58;2,08;14,93;0;0;14,71;0;0;13,42;0;0;14,44;0;0;16,5;0,01;0,06;14,31;12,91;0;0;0;20,24;0;0;0;16,38;17,92;0;0;0;0;0;60,1;0;0;0;36,05;0;Ocupado;0;Ocupado;0;Libre;0;Ocupado;0;Libre;1;Ocupado;0;Ocupado;0;Libre;0;Libre;0;Libre;0;Ocupado;0;5,03;2;0;4,29;2;0;3,05;3;0;0;0;0;0;0;SE1;0;1,07;SP;0;1,76;SV1;0;7,53;SR1;0;12,18;SV2;0;9,51;EV1;11,33;0;SE2;0;12,85;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
fin_envio2;12,91;0;0;14,93;0;0;14,71;0;0;13,42;0;0;14,44;0;0;16,5;0;0;14,31;0;0;0;0;20,24;0;0;0;16,38;17,92;0;0;0;0;0;60,1;0;0;0;36,05;0;Ocupado;0;Libre;0;Libre;0;Ocupado;0;Libre;1;Ocupado;0;Ocupado;0;Libre;0;Libre;0;Libre;0;Ocupado;0;5,09;3;0;4,29;2;0;3,05;3;0;0;0;0;0;0;SE1;0;1,07;SP;0;1,76;SV1;0;7,53;SR1;0;12,18;SV2;0;9,51;EV1;11,33;0;Eliminado;0;12,85;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
llegada_venta;13,42;0;0;14,93;0;0;14,71;0,47;1,26;14,68;0;0;14,44;0;0;16,5;0;0;14,31;0;0;0;0;20,24;0;0,74;4,48;16,38;17,92;17,9;0;0;0;0;60,1;0;0;0;36,05;0;Ocupado;0;Libre;0;Libre;0;Ocupado;0;Libre;1;Ocupado;0;Ocupado;0;Ocupado;0;Libre;0;Libre;0;Ocupado;0;5,09;3;0;4,29;2;0;3,05;3;0;0;0;0;0;0;SE1;0;1,07;SP;0;1,76;SV1;0;7,53;SR1;0;12,18;SV2;0;9,51;EV1;11,33;0;SV3;0;13,42;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
fin_envio1;14,31;0;0;14,93;0;0;14,71;0;0;14,68;0;0;14,44;0;0;16,5;0;0;0;0;0;0;0;20,24;0;0;0;16,38;17,92;17,9;0;0;0;0;60,1;0;0;0;36,05;0;Libre;0;Libre;0;Libre;0;Ocupado;0;Libre;1;Ocupado;0;Ocupado;0;Ocupado;0;Libre;0;Libre;0;Ocupado;0;18,33;4;0;4,29;2;0;3,05;3;0;0;0;0;0;0;Eliminado;0;1,07;SP;0;1,76;SV1;0;7,53;SR1;0;12,18;SV2;0;9,51;EV1;11,33;0;SV3;0;13,42;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
llegada_AE;14,44;0;0;14,93;0;0;14,71;0;0;14,68;0,38;2,86;17,3;0;0;16,5;0;0;0;0;0;0;0;20,24;0;0;0;16,38;17,92;17,9;0,71;14,85;29,29;0;60,1;0;0;0;36,05;0;Libre;0;Libre;0;Libre;0;Ocupado;0;Libre;1;Ocupado;0;Ocupado;0;Ocupado;0;Ocupado;0;Libre;0;Ocupado;0;18,33;4;0;4,29;2;0;3,05;3;0;0;0;0;0;0;SAE1;0;14,44;SP;0;1,76;SV1;0;7,53;SR1;0;12,18;SV2;0;9,51;EV1;11,33;0;SV3;0;13,42;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
llegada_venta;14,68;0;0;14,93;0;0;14,71;0,53;1,51;16,19;0;0;17,3;0;0;16,5;0;0;0;0;0;0;0;20,24;0;0;0;16,38;17,92;17,9;0;0;29,29;0;60,1;0;0;0;36,05;0;Libre;0;Libre;0;Libre;0;Ocupado;0;Libre;1;Ocupado;1;Ocupado;0;Ocupado;0;Ocupado;0;Libre;0;Ocupado;0;18,33;4;0;4,29;2;0;3,05;3;0;0;0;0;0;0;SAE1;0;14,44;SP;0;1,76;SV1;0;7,53;SR1;0;12,18;SV2;0;9,51;EV1;11,33;0;SV3;0;13,42;EV2;14,68;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
llegada_reclamo;14,71;0;0;14,93;0,04;0,16;14,87;0;0;16,19;0;0;17,3;0;0;16,5;0;0;0;0;0;0,13;1,19;20,24;15,9;0;0;16,38;17,92;17,9;0;0;29,29;0;60,1;0;0;0;36,05;0;Libre;0;Libre;0;Libre;0;Ocupado;0;Ocupado;1;Ocupado;1;Ocupado;0;Ocupado;0;Ocupado;0;Libre;0;Ocupado;0;18,33;4;0;4,29;2;0;3,05;3;0;0;0;0;0;0;SAE1;0;14,44;SP;0;1,76;SV1;0;7,53;SR1;0;12,18;SV2;0;9,51;EV1;11,33;0;SV3;0;13,42;EV2;14,68;0;SR2;0;14,71;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
llegada_reclamo;14,87;0;0;14,93;0,05;0,2;15,07;0;0;16,19;0;0;17,3;0;0;16,5;0;0;0;0;0;0;0;20,24;15,9;0;0;16,38;17,92;17,9;0;0;29,29;0;60,1;0;0;0;36,05;0;Libre;0;Libre;0;Libre;1;Ocupado;0;Ocupado;1;Ocupado;1;Ocupado;0;Ocupado;0;Ocupado;0;Libre;0;Ocupado;0;18,33;4;0;4,29;2;0;3,05;3;0;0;0;0;0;0;SAE1;0;14,44;SP;0;1,76;SV1;0;7,53;SR1;0;12,18;SV2;0;9,51;EV1;11,33;0;SV3;0;13,42;EV2;14,68;0;SR2;0;14,71;ER1;14,87;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
llegada_envio;14,93;0,38;1,14;16,07;0;0;15,07;0;0;16,19;0;0;17,3;0;0;16,5;0,45;3,58;18,51;0;0;0;0;20,24;15,9;0;0;16,38;17,92;17,9;0;0;29,29;0;60,1;0;0;0;36,05;0;Ocupado;0;Libre;0;Libre;1;Ocupado;0;Ocupado;1;Ocupado;1;Ocupado;0;Ocupado;0;Ocupado;0;Libre;0;Ocupado;0;18,33;4;0;4,29;2;0;3,05;3;0;0;0;0;0;0;SAE1;0;14,44;SP;0;1,76;SV1;0;7,53;SR1;0;12,18;SV2;0;9,51;EV1;11,33;0;SV3;0;13,42;EV2;14,68;0;SR2;0;14,71;ER1;14,87;0;SE1;0;14,93;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
llegada_reclamo;15,07;0;0;16,07;0,83;7,08;22,15;0;0;16,19;0;0;17,3;0;0;16,5;0;0;18,51;0;0;0;0;20,24;15,9;0;0;16,38;17,92;17,9;0;0;29,29;0;60,1;0;0;0;36,05;0;Ocupado;0;Libre;0;Libre;1;Ocupado;1;Ocupado;1;Ocupado;1;Ocupado;0;Ocupado;0;Ocupado;0;Libre;0;Ocupado;0;18,33;4;0;4,29;2;0;3,05;3;0;0;0;0;0;0;SAE1;0;14,44;SP;0;1,76;SV1;0;7,53;SR1;0;12,18;SV2;0;9,51;EV1;11,33;0;SV3;0;13,42;EV2;14,68;0;SR2;0;14,71;ER1;14,87;0;SE1;0;14,93;ER2;15,07;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
fin_reclamo2;15,9;0;0;16,07;0;0;22,15;0;0;16,19;0;0;17,3;0;0;16,5;0;0;18,51;0;0;0,13;1,19;20,24;17,09;0;0;16,38;17,92;17,9;0;0;29,29;0;60,1;0;0;0;36,05;0;Ocupado;0;Libre;0;Libre;1;Ocupado;0;Ocupado;1;Ocupado;1;Ocupado;0;Ocupado;0;Ocupado;0;Libre;0;Ocupado;0;18,33;4;0,83;5,47;3;0;3,05;3;0;0;0;0;0;0;SAE1;0;14,44;SP;0;1,76;SV1;0;7,53;SR1;0;12,18;SV2;0;9,51;EV1;11,33;0;SV3;0;13,42;EV2;14,68;0;Eliminado;0;14,71;ER1;14,87;0;SE1;0;14,93;SR2;0;15,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
llegada_envio;16,07;0,57;2,02;18,09;0;0;22,15;0;0;16,19;0;0;17,3;0;0;16,5;0,49;4,04;18,51;20,11;0;0;0;20,24;17,09;0;0;16,38;17,92;17,9;0;0;29,29;0;60,1;0;0;0;36,05;0;Ocupado;0;Ocupado;0;Libre;1;Ocupado;0;Ocupado;1;Ocupado;1;Ocupado;0;Ocupado;0;Ocupado;0;Libre;0;Ocupado;0;18,33;4;0,83;5,47;3;0;3,05;3;0;0;0;0;0;0;SAE1;0;14,44;SP;0;1,76;SV1;0;7,53;SR1;0;12,18;SV2;0;9,51;EV1;11,33;0;SV3;0;13,42;EV2;14,68;0;SE2;0;16,07;ER1;14,87;0;SE1;0;14,93;SR2;0;15,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
llegada_venta;16,19;0;0;18,09;0;0;22,15;0,45;1,19;17,38;0;0;17,3;0;0;16,5;0;0;18,51;20,11;0;0;0;20,24;17,09;0;0;16,38;17,92;17,9;0;0;29,29;0;60,1;0;0;0;36,05;0;Ocupado;0;Ocupado;0;Libre;1;Ocupado;0;Ocupado;1;Ocupado;1;Ocupado;1;Ocupado;0;Ocupado;0;Libre;0;Ocupado;0;18,33;4;0,83;5,47;3;0;3,05;3;0;0;0;0;0;0;SAE1;0;14,44;SP;0;1,76;SV1;0;7,53;SR1;0;12,18;SV2;0;9,51;EV1;11,33;0;SV3;0;13,42;EV2;14,68;0;SE2;0;16,07;ER1;14,87;0;SE1;0;14,93;SR2;0;15,9;EV3;16,19;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
fin_venta1;16,38;0;0;18,09;0;0;22,15;0;0;17,38;0;0;17,3;0;0;16,5;0;0;18,51;20,11;0;0;0;20,24;17,09;0,2;0,74;17,12;17,92;17,9;0;0;29,29;0;60,1;0;0;0;36,05;0;Ocupado;0;Ocupado;0;Libre;1;Ocupado;0;Ocupado;0;Ocupado;1;Ocupado;1;Ocupado;0;Ocupado;0;Libre;0;Ocupado;0;18,33;4;0,83;5,47;3;5,04;11,9;4;0;0;0;0;0;0;SAE1;0;14,44;SP;0;1,76;Eliminado;0;7,53;SR1;0;12,18;SV2;0;9,51;SV1;0;16,38;SV3;0;13,42;EV2;14,68;0;SE2;0;16,07;ER1;14,87;0;SE1;0;14,93;SR2;0;15,9;EV3;16,19;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
llegada_postales;16,5;0;0;18,09;0;0;22,15;0;0;17,38;0;0;17,3;0,76;10,7;27,2;0;0;18,51;20,11;0;0;0;20,24;17,09;0;0;17,12;17,92;17,9;0;0;29,29;0;60,1;0;0;0;36,05;0;Ocupado;0;Ocupado;0;Libre;1;Ocupado;0;Ocupado;0;Ocupado;1;Ocupado;1;Ocupado;0;Ocupado;0;Libre;1;Ocupado;0;18,33;4;0,83;5,47;3;5,04;11,9;4;0;0;0;0;0;0;SAE1;0;14,44;SP;0;1,76;EP;16,5;0;SR1;0;12,18;SV2;0;9,51;SV1;0;16,38;SV3;0;13,42;EV2;14,68;0;SE2;0;16,07;ER1;14,87;0;SE1;0;14,93;SR2;0;15,9;EV3;16,19;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
fin_reclamo2;17,09;0;0;18,09;0;0;22,15;0;0;17,38;0;0;17,3;0;0;27,2;0;0;18,51;20,11;0;0;0;20,24;0;0;0;17,12;17,92;17,9;0;0;29,29;0;60,1;0;0;0;36,05;0;Ocupado;0;Ocupado;0;Libre;1;Ocupado;0;Libre;0;Ocupado;1;Ocupado;1;Ocupado;0;Ocupado;0;Libre;1;Ocupado;0;18,33;4;0,83;6,66;4;5,04;11,9;4;0;0;0;0;0;0;SAE1;0;14,44;SP;0;1,76;EP;16,5;0;SR1;0;12,18;SV2;0;9,51;SV1;0;16,38;SV3;0;13,42;EV2;14,68;0;SE2;0;16,07;ER1;14,87;0;SE1;0;14,93;Eliminado;0;15,9;EV3;16,19;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
fin_venta1;17,12;0;0;18,09;0;0;22,15;0;0;17,38;0;0;17,3;0;0;27,2;0;0;18,51;20,11;0;0;0;20,24;0;0;0;0;17,92;17,9;0;0;29,29;0;60,1;0;0;0;36,05;0;Ocupado;0;Ocupado;0;Libre;1;Ocupado;0;Libre;0;Libre;1;Ocupado;1;Ocupado;0;Ocupado;0;Libre;1;Ocupado;0;18,33;4;0,83;6,66;4;5,04;12,63;5;0;0;0;0;0;0;SAE1;0;14,44;SP;0;1,76;EP;16,5;0;SR1;0;12,18;SV2;0;9,51;Eliminado;0;16,38;SV3;0;13,42;EV2;14,68;0;SE2;0;16,07;ER1;14,87;0;SE1;0;14,93;Eliminado;0;15,9;EV3;16,19;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
llegada_AE;17,3;0;0;18,09;0;0;22,15;0;0;17,38;0,34;2,49;19,79;0;0;27,2;0;0;18,51;20,11;0;0;0;20,24;0;0;0;0;17,92;17,9;0,9;27,63;29,29;44,93;60,1;0;0;0;36,05;0;Ocupado;0;Ocupado;0;Libre;1;Ocupado;0;Libre;0;Libre;1;Ocupado;1;Ocupado;0;Ocupado;0;Ocupado;1;Ocupado;0;18,33;4;0,83;6,66;4;5,04;12,63;5;0;0;0;0;0;0;SAE1;0;14,44;SP;0;1,76;EP;16,5;0;SR1;0;12,18;SV2;0;9,51;SAE2;0;17,3;SV3;0;13,42;EV2;14,68;0;SE2;0;16,07;ER1;14,87;0;SE1;0;14,93;Eliminado;0;15,9;EV3;16,19;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
llegada_venta;17,38;0;0;18,09;0;0;22,15;0,47;1,26;18,64;0;0;19,79;0;0;27,2;0;0;18,51;20,11;0;0;0;20,24;0;0,75;4,61;21,99;17,92;17,9;0;0;29,29;44,93;60,1;0;0;0;36,05;0;Ocupado;0;Ocupado;0;Libre;1;Ocupado;0;Libre;0;Ocupado;1;Ocupado;1;Ocupado;0;Ocupado;0;Ocupado;1;Ocupado;0;18,33;4;0,83;6,66;4;5,04;12,63;5;0;0;0;0;0;0;SAE1;0;14,44;SP;0;1,76;EP;16,5;0;SR1;0;12,18;SV2;0;9,51;SAE2;0;17,3;SV3;0;13,42;EV2;14,68;0;SE2;0;16,07;ER1;14,87;0;SE1;0;14,93;SV1;0;17,38;EV3;16,19;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
fin_venta3;17,9;0;0;18,09;0;0;22,15;0;0;18,64;0;0;19,79;0;0;27,2;0;0;18,51;20,11;0;0;0;20,24;0;0,31;1,23;21,99;17,92;19,13;0;0;29,29;44,93;60,1;0;0;0;36,05;0;Ocupado;0;Ocupado;0;Libre;1;Ocupado;0;Libre;0;Ocupado;1;Ocupado;0;Ocupado;0;Ocupado;0;Ocupado;1;Ocupado;0;18,33;4;0,83;6,66;4;6,75;17,11;6;0;0;0;0;0;0;SAE1;0;14,44;SP;0;1,76;EP;16,5;0;SR1;0;12,18;SV2;0;9,51;SAE2;0;17,3;Eliminado;0;13,42;EV2;14,68;0;SE2;0;16,07;ER1;14,87;0;SE1;0;14,93;SV1;0;17,38;SV3;0;17,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
fin_venta2;17,92;0;0;18,09;0;0;22,15;0;0;18,64;0;0;19,79;0;0;27,2;0;0;18,51;20,11;0;0;0;20,24;0;0,26;1;21,99;18,92;19,13;0;0;29,29;44,93;60,1;0;0;0;36,05;0;Ocupado;0;Ocupado;0;Libre;1;Ocupado;0;Libre;0;Ocupado;0;Ocupado;0;Ocupado;0;Ocupado;0;Ocupado;1;Ocupado;0;18,33;4;0,83;6,66;4;9,99;25,52;7;0;0;0;0;0;0;SAE1;0;14,44;SP;0;1,76;EP;16,5;0;SR1;0;12,18;Eliminado;0;9,51;SAE2;0;17,3;Eliminado;0;13,42;SV2;0;17,92;SE2;0;16,07;ER1;14,87;0;SE1;0;14,93;SV1;0;17,38;SV3;0;17,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
llegada_envio;18,09;0,14;0,36;18,45;0;0;22,15;0;0;18,64;0;0;19,79;0;0;27,2;0,57;5,06;18,51;20,11;23,15;0;0;20,24;0;0;0;21,99;18,92;19,13;0;0;29,29;44,93;60,1;0;0;0;36,05;0;Ocupado;0;Ocupado;0;Ocupado;1;Ocupado;0;Libre;0;Ocupado;0;Ocupado;0;Ocupado;0;Ocupado;0;Ocupado;1;Ocupado;0;18,33;4;0,83;6,66;4;9,99;25,52;7;0;0;0;0;0;0;SAE1;0;14,44;SP;0;1,76;EP;16,5;0;SR1;0;12,18;SE3;0;18,09;SAE2;0;17,3;Eliminado;0;13,42;SV2;0;17,92;SE2;0;16,07;ER1;14,87;0;SE1;0;14,93;SV1;0;17,38;SV3;0;17,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
llegada_envio;18,45;0,48;1,56;20,01;0;0;22,15;0;0;18,64;0;0;19,79;0;0;27,2;0;0;18,51;20,11;23,15;0;0;20,24;0;0;0;21,99;18,92;19,13;0;0;29,29;44,93;60,1;0;0;0;36,05;1;Ocupado;0;Ocupado;0;Ocupado;1;Ocupado;0;Libre;0;Ocupado;0;Ocupado;0;Ocupado;0;Ocupado;0;Ocupado;1;Ocupado;0;18,33;4;0,83;6,66;4;9,99;25,52;7;0;0;0;0;0;0;SAE1;0;14,44;SP;0;1,76;EP;16,5;0;SR1;0;12,18;SE3;0;18,09;SAE2;0;17,3;EE1;18,45;0;SV2;0;17,92;SE2;0;16,07;ER1;14,87;0;SE1;0;14,93;SV1;0;17,38;SV3;0;17,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
fin_envio1;18,51;0;0;20,01;0;0;22,15;0;0;18,64;0;0;19,79;0;0;27,2;0,76;8,56;27,07;20,11;23,15;0;0;20,24;0;0;0;21,99;18,92;19,13;0;0;29,29;44,93;60,1;0;0;0;36,05;0;Ocupado;0;Ocupado;0;Ocupado;1;Ocupado;0;Libre;0;Ocupado;0;Ocupado;0;Ocupado;0;Ocupado;0;Ocupado;1;Ocupado;0,05;21,9;5;0,83;6,66;4;9,99;25,52;7;0;0;0;0;0;0;SAE1;0;14,44;SP;0;1,76;EP;16,5;0;SR1;0;12,18;SE3;0;18,09;SAE2;0;17,3;SE1;0;18,51;SV2;0;17,92;SE2;0;16,07;ER1;14,87;0;Eliminado;0;14,93;SV1;0;17,38;SV3;0;17,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
llegada_venta;18,64;0;0;20,01;0;0;22,15;0,07;0,14;18,78;0;0;19,79;0;0;27,2;0;0;27,07;20,11;23,15;0;0;20,24;0;0;0;21,99;18,92;19,13;0;0;29,29;44,93;60,1;0;0;0;36,05;0;Ocupado;0;Ocupado;0;Ocupado;1;Ocupado;0;Libre;1;Ocupado;0;Ocupado;0;Ocupado;0;Ocupado;0;Ocupado;1;Ocupado;0,05;21,9;5;0,83;6,66;4;9,99;25,52;7;0;0;0;0;0;0;SAE1;0;14,44;SP;0;1,76;EP;16,5;0;SR1;0;12,18;SE3;0;18,09;SAE2;0;17,3;SE1;0;18,51;SV2;0;17,92;SE2;0;16,07;ER1;14,87;0;EV1;18,64;0;SV1;0;17,38;SV3;0;17,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
